synonyms,cl_id,cl_label
notochordal cell,CL:0007005,notochordal cell
chordamesodermal cell@axial mesodermal cell,CL:0007006,chordamesodermal cell
notochordal sheath cell,CL:0007007,notochordal sheath cell
notochordal vacuole cell@chordablast@chordoblast,CL:0007008,notochordal vacuole cell
prechondroblast,CL:0007009,prechondroblast
preosteoblast@osteoprogenitor cell,CL:0007010,preosteoblast
enteric neuron,CL:0007011,enteric neuron
non-terminally differentiated odontoblast,CL:0007012,non-terminally differentiated odontoblast
terminally differentiated odontoblast,CL:0007013,terminally differentiated odontoblast
adaxial cell,CL:0007016,adaxial cell
Stiftchenzellen,CL:0007017,Stiftchenzellen
epidermal ciliary cell,CL:0007018,epidermal ciliary cell
epidermal mucus secreting cell,CL:0007019,epidermal mucus secreting cell
bottle cell,CL:0007020,bottle cell
alarm substance cell@alarm substance secreting cell@club cell@club cell (zebrafish),CL:0007021,alarm substance cell
micropylar cell@plug cell,CL:0007022,micropylar cell
flask cell,CL:0007023,flask cell
non-striated muscle cell,CL:0008000,non-striated muscle cell
hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell
skeletal muscle fiber,CL:0008002,skeletal muscle fiber
somatic muscle myotube,CL:0008003,somatic muscle myotube
somatic muscle cell,CL:0008004,somatic muscle cell
obliquely striated somatic muscle cell,CL:0008005,obliquely striated somatic muscle cell
muscle founder cell,CL:0008006,muscle founder cell
visceral muscle cell,CL:0008007,visceral muscle cell
striated visceral muscle cell,CL:0008008,striated visceral muscle cell
transversely striated visceral muscle cell,CL:0008009,transversely striated visceral muscle cell
cranial somatomotor neuron,CL:0008010,cranial somatomotor neuron
skeletal muscle satellite stem cell,CL:0008011,skeletal muscle satellite stem cell
quiescent skeletal muscle satellite cell,CL:0008012,quiescent skeletal muscle satellite cell
cranial visceromotor neuron,CL:0008013,cranial visceromotor neuron
inhibitory motor neuron,CL:0008015,inhibitory motor neuron
activated skeletal muscle satellite cell,CL:0008016,activated skeletal muscle satellite cell
adult skeletal muscle myoblast,CL:0008017,adult skeletal muscle myoblast
somatic muscle myoblast,CL:0008018,somatic muscle myoblast
mesenchymal cell@mesenchyme cell@Mes1@Mes2,CL:0008019,mesenchymal cell
skeletal muscle satellite myogenic cell,CL:0008020,skeletal muscle satellite myogenic cell
anterior lateral line ganglion neuron,CL:0008021,anterior lateral line ganglion neuron
endocardial cushion cell,CL:0008022,endocardial cushion cell
pancreatic endocrine cell,CL:0008024,pancreatic endocrine cell
noradrenergic neuron,CL:0008025,noradrenergic neuron
open tracheal system tracheocyte,CL:0008026,open tracheal system tracheocyte
rod bipolar cell (sensu Mus),CL:0008027,rod bipolar cell (sensu Mus)
visual system neuron,CL:0008028,visual system neuron
cortical interneuron@cerebral cortex interneuron,CL:0008031,cortical interneuron
rosehip neuron,CL:0008032,rosehip neuron
decidual pericyte@decidual perivascular cell,CL:0008033,decidual pericyte
mural cell,CL:0008034,mural cell
microcirculation associated smooth muscle cell,CL:0008035,microcirculation associated smooth muscle cell
extravillous trophoblast@EVT@extravillous cytotrophloblast,CL:0008036,extravillous trophoblast
gamma motor neuron@fusimotor neuron,CL:0008037,gamma motor neuron
alpha motor neuron@alpha motoneuron,CL:0008038,alpha motor neuron
lower motor neuron,CL:0008039,lower motor neuron
squamous endothelial cell of venule,CL:0008040,squamous endothelial cell of venule
mesothelial cell of intestine,CL:0008041,mesothelial cell of intestine
tanycyte of subfornical organ@tanycyte-like cell of subfornical organ,CL:0008042,tanycyte of subfornical organ
tanycyte of area postrema@tanycyte-like cell of area postrema,CL:0008044,tanycyte of area postrema
tanycyte of subcommissural organ@tanycyte-like cell of subcommissural organ,CL:0008045,tanycyte of subcommissural organ
extrafusal muscle fiber@myofibra extrafusalis,CL:0008046,extrafusal muscle fiber
intrafusal muscle fiber@myofibra intrafusalis,CL:0008047,intrafusal muscle fiber
upper motor neuron,CL:0008048,upper motor neuron
Betz cell@pyramidal cell of Betz,CL:0008049,Betz cell
circumventricular organ capillary endothelial cell,CL:0008053,circumventricular organ capillary endothelial cell
respiratory tract secretory epithelial cell,CL:0008055,respiratory tract secretory epithelial cell
GABA-Gly neuron,CL:0008059,GABA-Gly neuron
GABA-Glut neuron,CL:0008060,GABA-Glut neuron
GABA-Chol neuron,CL:0008061,GABA-Chol neuron
sensory neuron of spinal nerve@spinal sensory neuron,CL:0009000,sensory neuron of spinal nerve
compound eye retinal cell,CL:0009001,compound eye retinal cell
inflammatory cell,CL:0009002,inflammatory cell
larval midgut cell,CL:0009003,larval midgut cell
retinal cell,CL:0009004,retinal cell
salivary gland cell,CL:0009005,salivary gland cell
enteroendocrine cell of small intestine@small intestine enteroendocrine cell,CL:0009006,enteroendocrine cell of small intestine
gastrointestinal tract (lamina propria) macrophage of small intestine@small intestine lamina propria resident macrophage,CL:0009007,gastrointestinal tract (lamina propria) macrophage of small intestine
gastrointestinal tract (lamina propria) macrophage of large intestine@large intestine lamina propria resident macrophage,CL:0009008,gastrointestinal tract (lamina propria) macrophage of large intestine
paneth cell of colon@paneth cell of epithelium of colon@paneth-like cell,CL:0009009,paneth cell of colon
transit amplifying cell@TAC@TACs@transient amplifying cell@transit amplifying progenitor cell@transit-amplifying cell,CL:0009010,transit amplifying cell
transit amplifying cell of colon@colon transit amplifying cell@transient amplifying cell of colon@transient amplifying cell of crypt of Lieberkuhn of colon@transit amplifying cell of crypt of Lieberkuhn of colon@transit-amplifying cell of colon,CL:0009011,transit amplifying cell of colon
transit amplifying cell of small intestine@small intestine transit amplifying cell@transient amplifying cell of crypt of Lieberkuhn of small intestine@transient amplifying cell of small intestine@transit amplifying cell of crypt of Lieberkuhn of small intestine@transit-amplifying cell of small intestine,CL:0009012,transit amplifying cell of small intestine
fetal hepatobiliary progenitor cell@fetal hepatobiliary hybrid progenitor cell@HHyP cell,CL:0009013,fetal hepatobiliary progenitor cell
Peyer's patch lymphocyte@Peyer's patch resident lymphocyte,CL:0009014,Peyer's patch lymphocyte
Peyer's patch follicular dendritic cell,CL:0009015,Peyer's patch follicular dendritic cell
intestinal crypt stem cell of large intestine@stem cell of large intestine crypt of Lieberkuhn,CL:0009016,intestinal crypt stem cell of large intestine
intestinal crypt stem cell of small intestine@stem cell of small intestine crypt of Lieberkuhn,CL:0009017,intestinal crypt stem cell of small intestine
lymphocyte of large intestine lamina propria@lamina propria lymphocyte of large intestine,CL:0009018,lymphocyte of large intestine lamina propria
nephrogenic zone cell@cortical nephrogenic niche cell@cortical nephrogenic zone cell,CL:0009019,nephrogenic zone cell
tuft cell of appendix@appendix tuft cell@tuft cell of appendix vermiformis@tuft cell of vermiform appendix,CL:0009020,tuft cell of appendix
stromal cell of lamina propria of large intestine,CL:0009021,stromal cell of lamina propria of large intestine
stromal cell of lamina propria of small intestine,CL:0009022,stromal cell of lamina propria of small intestine
small intestine Peyer's patch T cell@T cell of Peyer's patch of small intestine@T cell of small intestine Peyer's patch,CL:0009023,small intestine Peyer's patch T cell
mesothelial cell of small intestine,CL:0009024,mesothelial cell of small intestine
mesothelial cell of colon,CL:0009025,mesothelial cell of colon
enterocyte of appendix@appendix enterocyte@enterocyte of appendix vermiformis@enterocyte of vermiform appendix,CL:0009026,enterocyte of appendix
transit amplifying cell of appendix@appendix transit amplifying cell@transit amplifying cell of appendix vermiformis@transit amplifying cell of vermiform appendix,CL:0009027,transit amplifying cell of appendix
intestinal crypt stem cell of appendix@appendix intestinal crypt stem cell@intestinal crypt stem cell of appendix vermiformis@intestinal crypt stem cell of vermiform appendix@stem cell of intestinal crypt of Lieberkuhn of appendix@stem cell of intestinal crypt of Lieberkuhn of appendix vermiformis,CL:0009028,intestinal crypt stem cell of appendix
mesothelial cell of appendix@appendix mesothelial cell@mesothelial cell of appendix vermiformis@mesothelial cell of vermiform appendix,CL:0009029,mesothelial cell of appendix
enteroendocrine cell of appendix@appendix enteroendocrine cell@enteroendocrine cell of appendix vermiformis@enteroendocrine cell of vermiform appendix,CL:0009030,enteroendocrine cell of appendix
T cell of appendix@appendix T cell@T cell of appendix vermiformis@T cell of vermiform appendix,CL:0009031,T cell of appendix
B cell of appendix@appendix B cell@B cell of appendix vermiformis@B cell of vermiform appendix,CL:0009032,B cell of appendix
plasma cell of appendix@appendix plasma cell@plasma cell of appendix vermiformis@plasma cell of vermiform appendix,CL:0009033,plasma cell of appendix
dendritic cell of appendix@appendix dendritic cell@dendritic cell of appendix vermiformis@dendritic cell of vermiform appendix,CL:0009034,dendritic cell of appendix
stromal cell of lamina propria of vermiform appendix@stromal cell of appendix lamina propria@stromal cell of lamina propria of appendix vermiformis,CL:0009035,stromal cell of lamina propria of vermiform appendix
appendix macrophage@macrophage of appendix@macrophage of appendix vermiformis@macrophage of vermiform appendix,CL:0009036,appendix macrophage
lymph node mantle zone B cell@mantle zone B cell of lymph node,CL:0009037,lymph node mantle zone B cell
colon macrophage@macrophage of colon,CL:0009038,colon macrophage
colon goblet cell@goblet cell of colon,CL:0009039,colon goblet cell
stromal cell of lamina propria of colon@stromal cell of colon lamina propria,CL:0009040,stromal cell of lamina propria of colon
tuft cell of colon@colon tuft cell,CL:0009041,tuft cell of colon
enteroendocrine cell of colon@colon enteroendocrine cell,CL:0009042,enteroendocrine cell of colon
intestinal crypt stem cell of colon,CL:0009043,intestinal crypt stem cell of colon
lymphocyte of small intestine lamina propria@gastrointestinal tract (lamina propria) lymphocyte of small intestine@lamina propria lymphocyte of small intestine@small intestine lamina propria lymphocyte,CL:0009044,lymphocyte of small intestine lamina propria
B cell of medullary sinus of lymph node,CL:0009045,B cell of medullary sinus of lymph node
T cell of medullary sinus of lymph node,CL:0009046,T cell of medullary sinus of lymph node
macrophage of medullary sinus of lymph node@lymph node medullary sinus macrophage,CL:0009047,macrophage of medullary sinus of lymph node
anorectum macrophage@macrophage of anorectum,CL:0009048,anorectum macrophage
smooth muscle cell of high endothelial venule of lymph node@high endothelial venule of lymph node smooth muscle cell,CL:0009049,smooth muscle cell of high endothelial venule of lymph node
B cell of anorectum,CL:0009050,B cell of anorectum
T cell of anorectum,CL:0009051,T cell of anorectum
smooth muscle cell of anorectum@anorectum smooth muscle cell,CL:0009052,smooth muscle cell of anorectum
stromal cell of anorectum lamina propria,CL:0009053,stromal cell of anorectum lamina propria
microfold cell of epithelium proper of anorectum@M cell of anorectum,CL:0009054,microfold cell of epithelium proper of anorectum
paneth cell of anorectum@anorectum paneth cell,CL:0009055,paneth cell of anorectum
transit amplifying cell of anorectum@anorectum transit amplifying cell,CL:0009056,transit amplifying cell of anorectum
anorectum goblet cell@goblet cell of anorectum,CL:0009057,anorectum goblet cell
enterocyte of anorectum@anorectum enterocyte,CL:0009058,enterocyte of anorectum
plasma cell of medullary sinus of lymph node,CL:0009059,plasma cell of medullary sinus of lymph node
marginal zone B cell of lymph node@lymph node marginal zone B cell,CL:0009060,marginal zone B cell of lymph node
intestinal crypt stem cell of anorectum@anorectum intestinal crypt stem cell,CL:0009061,intestinal crypt stem cell of anorectum
germinal center T cell@lymph node germinal center T follicular helper cell@T follicular helper cell of germinal center of lymph node@T follicular helper cell of lymph node germinal center,CL:0009062,germinal center T cell
enteroendocrine cell of anorectum@anorectum enteroendocrine cell,CL:0009063,enteroendocrine cell of anorectum
lymph node paracortex T cell@T cell of lymph node paracortex,CL:0009064,lymph node paracortex T cell
tuft cell of anorectum@anorectum tuft cell,CL:0009065,tuft cell of anorectum
stratified squamous epithelial cell of anal canal@anal canal stratified squamous epithelial cell,CL:0009066,stratified squamous epithelial cell of anal canal
vacuolated fetal-type enterocyte@early enterocyte@immature enterocyte,CL:0009067,vacuolated fetal-type enterocyte
CD8aa(I) thymocyte,CL:0009068,CD8aa(I) thymocyte
CD8aa(II) thymocyte,CL:0009069,CD8aa(II) thymocyte
corticomedullary thymic epithelial cell,CL:0009070,corticomedullary thymic epithelial cell
medullary thymic epithelial cell type 1,CL:0009071,medullary thymic epithelial cell type 1
medullary thymic epithelial cell type 2,CL:0009072,medullary thymic epithelial cell type 2
medullary thymic epithelial cell type 3@corneocyte-like medullary thymic epithelial cell@corneocyte-like mTECs@mTEC III@post-Aire cell,CL:0009073,medullary thymic epithelial cell type 3
medullary thymic epithelial cell type 4,CL:0009074,medullary thymic epithelial cell type 4
myo-medullary thymic epithelial cell,CL:0009075,myo-medullary thymic epithelial cell
neuro-medullary thymic epithelial cell,CL:0009076,neuro-medullary thymic epithelial cell
subcapsular thymic epithelial cell,CL:0009077,subcapsular thymic epithelial cell
thymic fibroblast type 1@thymic capsular fibroblast,CL:0009078,thymic fibroblast type 1
thymic fibroblast type 2@thymic interlobular fibroblast,CL:0009079,thymic fibroblast type 2
tuft cell of small intestine@brush cell of epithelium of small intestine@brush cell of epithelium proper of small intestine@brush cell of small intestine@tuft cell of epithelium of small intestine,CL:0009080,tuft cell of small intestine
specified double negative thymocyte (Homo sapiens),CL:0009081,specified double negative thymocyte (Homo sapiens)
committed double negative thymocyte (Homo sapiens),CL:0009082,committed double negative thymocyte (Homo sapiens)
rearranging double negative thymocyte (Homo sapiens),CL:0009083,rearranging double negative thymocyte (Homo sapiens)
glandular epithelial cell of endometrium@endometrial glandular epithelial cell@epithelial cell of endometrial gland,CL:0009084,glandular epithelial cell of endometrium
colony forming unit – Hill cell@CFU-Hill,CL:0009085,colony forming unit – Hill cell
endothelial cell of respiratory system lymphatic vessel,CL:0009086,endothelial cell of respiratory system lymphatic vessel
fused extravillous trophoblast@fused EVT,CL:0009087,fused extravillous trophoblast
circulating angiogenic cell,CL:0009088,circulating angiogenic cell
lung pericyte@lung pericyte cell@pulmonary pericyte,CL:0009089,lung pericyte
endothelial colony forming cell@ECFC,CL:0009090,endothelial colony forming cell
Leydig stem cell@stem Leydig cell,CL:0009091,Leydig stem cell
endothelial cell of placenta@placental endothelial cell,CL:0009092,endothelial cell of placenta
smooth muscle cell of placenta@placental smooth muscle cell,CL:0009093,smooth muscle cell of placenta
endothelial cell of hepatic portal vein,CL:0009094,endothelial cell of hepatic portal vein
endothelial cell of uterus@uterine endothelial cell,CL:0009095,endothelial cell of uterus
esophagus non-keratinized squamous epithelial cell@esophageal non-keratinized squamous epithelial cell@esophageal nonkeratinized squamous epithelial cell@esophagus non-keratinizing squamous epithelial cell@esophagus nonkeratinizing squamous epithelial cell@non-keratinized squamous epithelial cell of esophagus@non-keratinizing squamous epithelial cell of esophagus@nonkeratinized squamous epithelial cell of esophagus@nonkeratinizing squamous epithelial cell of esophagus,CL:0009096,esophagus non-keratinized squamous epithelial cell
embryonic skeletal muscle fiber,CL:0009097,embryonic skeletal muscle fiber
fetal and neonatal skeletal muscle fiber,CL:0009098,fetal and neonatal skeletal muscle fiber
fibro/adipogenic progenitor cell@fibro/adipogenic progenitor,CL:0009099,fibro/adipogenic progenitor cell
hepatic portal fibroblast,CL:0009100,hepatic portal fibroblast
fibroblastic reticular cell@FRC,CL:0009101,fibroblastic reticular cell
lymph node fibroblastic reticular cell,CL:0009102,lymph node fibroblastic reticular cell
lymph node marginal reticular cell,CL:0009103,lymph node marginal reticular cell
B cell zone reticular cell@lymph node germinal center dark zone fibroblastic reticular cell@T-B boundary reticular cell,CL:0009104,B cell zone reticular cell
T cell zone reticular cell@interfollicular reticular cell@lymph node T cell domain fibroblastic reticular cell,CL:0009105,T cell zone reticular cell
medullary reticular cell@lymph node medullary reticular cell@MedRC@medullary reticular cell of lymph node,CL:0009106,medullary reticular cell
lymphatic endothelial cell of subcapsular sinus ceiling@lymphatic endothelial cell of subcapsular sinus ceiling of lymph node,CL:0009107,lymphatic endothelial cell of subcapsular sinus ceiling
lymphatic endothelial cell of subcapsular sinus floor@lymphatic endothelial cell of subcapsular sinus floor of lymph node,CL:0009108,lymphatic endothelial cell of subcapsular sinus floor
lymphatic endothelial cell of trabecula@lymphatic endothelial cell of lymph node trabecula@lymphatic endothelial cell of trabeculae,CL:0009109,lymphatic endothelial cell of trabecula
lymphatic endothelial cell of medulla ceiling@lymphatic endothelial cell of lymph node medulla ceiling,CL:0009110,lymphatic endothelial cell of medulla ceiling
centrocyte@lymph node centrocyte,CL:0009111,centrocyte
centroblast@lymph node centroblast,CL:0009112,centroblast
T follicular regulatory cell@follicular regulatory T cell,CL:0009113,T follicular regulatory cell
monocytoid B cell,CL:0009114,monocytoid B cell
lymph node lymphatic vessel endothelial cell,CL:0009115,lymph node lymphatic vessel endothelial cell
progenitor cell of mammary luminal epithelium@progenitor cell of luminal mammary epithelium,CL:0009116,progenitor cell of mammary luminal epithelium
keratinized cell of hair follicle,CL:0010000,keratinized cell of hair follicle
stromal cell of bone marrow@bone marrow stromal cell,CL:0010001,stromal cell of bone marrow
epithelial cell of umbilical artery@umbilical artery epithelial cell,CL:0010002,epithelial cell of umbilical artery
mononuclear cell of bone marrow@bone marrow mononuclear cell,CL:0010004,mononuclear cell of bone marrow
atrioventricular bundle cell@AV bundle cell,CL:0010005,atrioventricular bundle cell
cardiac blood vessel endothelial cell,CL:0010006,cardiac blood vessel endothelial cell
His-Purkinje system cell,CL:0010007,His-Purkinje system cell
cardiac endothelial cell,CL:0010008,cardiac endothelial cell
camera-type eye photoreceptor cell@camera type eye photoreceptor cell,CL:0010009,camera-type eye photoreceptor cell
cerebellar stellate cell@cerebellar SC,CL:0010010,cerebellar stellate cell
cerebral cortex GABAergic interneuron,CL:0010011,cerebral cortex GABAergic interneuron
cerebral cortex neuron@cortical neuron@neuron of cerebral cortex,CL:0010012,cerebral cortex neuron
type I pinealocyte@light pinealocyte,CL:0010013,type I pinealocyte
type II pinealocyte@dark pinealocyte,CL:0010014,type II pinealocyte
coronet cell,CL:0010015,coronet cell
collar cell,CL:0010016,collar cell
zygote,CL:0010017,zygote
cardiac glial cell,CL:0010020,cardiac glial cell
cardiac myoblast,CL:0010021,cardiac myoblast
cardiac neuron,CL:0010022,cardiac neuron
dorsal horn interneuron@dorsal spinal cord interneuron,CL:0011000,dorsal horn interneuron
spinal cord motor neuron,CL:0011001,spinal cord motor neuron
lateral motor column neuron,CL:0011002,lateral motor column neuron
magnocellular neurosecretory cell@magnocellular neuron,CL:0011003,magnocellular neurosecretory cell
lens fiber cell@lens fibre cell,CL:0011004,lens fiber cell
GABAergic interneuron@GABAergic inhibitory interneuron,CL:0011005,GABAergic interneuron
Lugaro cell@globular cell,CL:0011006,Lugaro cell
paraxial cell@paraxial mesoderm cell@somitic mesoderm cell,CL:0011007,paraxial cell
embryonic hemocyte,CL:0011008,embryonic hemocyte
embryonic plasmatocyte,CL:0011009,embryonic plasmatocyte
lateral mesodermal cell,CL:0011010,lateral mesodermal cell
intermediate mesodermal cell,CL:0011011,intermediate mesodermal cell
neural crest cell,CL:0011012,neural crest cell
motile sperm cell,CL:0011013,motile sperm cell
non-motile sperm cell,CL:0011014,non-motile sperm cell
amoeboid sperm cell,CL:0011015,amoeboid sperm cell
flagellated sperm cell,CL:0011016,flagellated sperm cell
vagal neural crest cell,CL:0011017,vagal neural crest cell
lymphoid tissue–inducer cell@LTi@lymphoid tissue inducer cell,CL:0011018,lymphoid tissue–inducer cell
mesothelial cell of epicardium,CL:0011019,mesothelial cell of epicardium
neural progenitor cell,CL:0011020,neural progenitor cell
fibroblast of upper back skin,CL:0011021,fibroblast of upper back skin
fibroblast of skin of back,CL:0011022,fibroblast of skin of back
CD25+ mast cell@CD25+ neoplastic mast cell,CL:0011023,CD25+ mast cell
"double negative T regulatory cell@CD4-negative, CD8-negative, alpha-beta regulatory T cells@DN Treg@double-negative alpha-beta regulatory T cell",CL:0011024,double negative T regulatory cell
exhausted T cell@Tex cell,CL:0011025,exhausted T cell
progenitor cell@progenitor@progenitors,CL:0011026,progenitor cell
skeletal muscle fibroblast@skeleton muscle fibroblast,CL:0011027,skeletal muscle fibroblast
olfactory ensheathing cell@OEC,CL:0011028,olfactory ensheathing cell
cnidocyte@cnidoblast@nematocyte,CL:0011029,cnidocyte
dermal microvascular endothelial cell@dermal microvascular endothelium cell@DMEC cell,CL:0011030,dermal microvascular endothelial cell
monocyte-derived dendritic cell@MDDC cell,CL:0011031,monocyte-derived dendritic cell
lysosome-rich enterocyte@early enterocyte@immature enterocyte@LRE,CL:0011032,lysosome-rich enterocyte
galanergic neuron,CL:0011100,galanergic neuron
chorionic trophoblast cell,CL:0011101,chorionic trophoblast cell
parasympathetic neuron,CL:0011102,parasympathetic neuron
sympathetic neuron,CL:0011103,sympathetic neuron
interplexiform cell,CL:0011104,interplexiform cell
dopamanergic interplexiform cell,CL:0011105,dopamanergic interplexiform cell
GABAnergic interplexiform cell,CL:0011106,GABAnergic interplexiform cell
colon epithelial cell@colonic epithelial cell,CL:0011108,colon epithelial cell
hypocretin-secreting neuron@orexin,CL:0011109,hypocretin-secreting neuron
histaminergic neuron@Hista,CL:0011110,histaminergic neuron
hypothalamic gonadotropin-releasing hormone neuron@GnRH neuron@GnRH-secreting neuron,CL:0011111,hypothalamic gonadotropin-releasing hormone neuron
spiral ganglion neuron,CL:0011113,spiral ganglion neuron
segmented neutrophil of bone marrow,CL:0011114,segmented neutrophil of bone marrow
precursor cell,CL:0011115,precursor cell
astrocyte of the forebrain@forebrain astrocyte,CL:0012000,astrocyte of the forebrain
neuron of the forebrain@forebrain neuron,CL:0012001,neuron of the forebrain
forebrain radial glial cell,CL:0013000,forebrain radial glial cell
cranial motor neuron@cranial motoneuron,CL:0015000,cranial motor neuron
pulmonary ionocyte,CL:0017000,pulmonary ionocyte
splanchnic mesodermal cell,CL:0017001,splanchnic mesodermal cell
prostate neuroendocrine cell@neuroendocrine cell of prostate epithelium@neuroendocrine cell of the prostate,CL:0017002,prostate neuroendocrine cell
epithelial cell of prostatic urethra,CL:0017003,epithelial cell of prostatic urethra
telocyte@ICLC@interstitial neuron,CL:0017004,telocyte
lymphoblast,CL:0017005,lymphoblast
B-lymphoblast,CL:0017006,B-lymphoblast
"Axl+ dendritic cell, human@AS DC, human",CL:0017009,"Axl+ dendritic cell, human"
hillock cell of urethral epithelium@hillock cell of urethra,CL:0017010,hillock cell of urethral epithelium
hillock cell of prostatic urethral epithelium@hillock cell of prostatic urethra,CL:0017011,hillock cell of prostatic urethral epithelium
neutrophillic cytoplasm,CL:0017500,neutrophillic cytoplasm
acidophilic cytoplasm,CL:0017502,acidophilic cytoplasm
basophilic cytoplasm,CL:0017503,basophilic cytoplasm
polychromatophilic cytoplasm,CL:0017504,polychromatophilic cytoplasm
banded nucleus,CL:0017506,banded nucleus
reniform nucleus,CL:0017507,reniform nucleus
cartwheel heterochromatin,CL:0017508,cartwheel heterochromatin
alobate nucleus,CL:0017509,alobate nucleus
tracheobronchial serous cell@serous cell of tracheobronchial tree,CL:0019001,tracheobronchial serous cell
tracheobronchial chondrocyte@chondrocyte of tracheobronchial tree,CL:0019002,tracheobronchial chondrocyte
tracheobronchial goblet cell@goblet cell of tracheobronchial tree,CL:0019003,tracheobronchial goblet cell
lung parenchyma resident eosinophil@lung-resident eosinophil@rEos,CL:0019015,lung parenchyma resident eosinophil
lymphatic vessel smooth muscle cell@smooth muscle cell of lymphatic vessel,CL:0019017,lymphatic vessel smooth muscle cell
blood vessel smooth muscle cell@smooth muscle cell of blood vessel,CL:0019018,blood vessel smooth muscle cell
tracheobronchial smooth muscle cell@smooth muscle cell of tracheobronchial tree,CL:0019019,tracheobronchial smooth muscle cell
extrahepatic cholangiocyte@large bile duct cholangiocyte,CL:0019020,extrahepatic cholangiocyte
endothelial cell of periportal hepatic sinusoid@periportal hepatic sinusoidal endothelial cell@periportal LSEC,CL:0019021,endothelial cell of periportal hepatic sinusoid
endothelial cell of pericentral hepatic sinusoid@central venous hepatic sinusoidal endothelial cell@pericentral LSEC,CL:0019022,endothelial cell of pericentral hepatic sinusoid
periportal region hepatocyte@periportal hepatocyte,CL:0019026,periportal region hepatocyte
midzonal region hepatocyte@midzonal hepatocyte,CL:0019028,midzonal region hepatocyte
centrilobular region hepatocyte@centrilobular hepatocyte,CL:0019029,centrilobular region hepatocyte
intestine goblet cell@intestinal goblet cell,CL:0019031,intestine goblet cell
intestinal tuft cell@intestinal brush cell,CL:0019032,intestinal tuft cell
gut mesenchymal lymphoid tissue organizer cell@gut mLTo cell,CL:0020000,gut mesenchymal lymphoid tissue organizer cell
V1delta gamma-delta T cell@Vδ1+ Gamma-Delta T cell@Vδ1+ γδ T Cell,CL:0020001,V1delta gamma-delta T cell
"mucosal-associated invariant T cell, human@MAIT, human@mucosal-associated invariant T lymphocyte, human@mucosal-associated invariant T-cell, human@mucosal-associated invariant T-lymphocyte, human",CL:0020002,"mucosal-associated invariant T cell, human"
internal globus pallidus core projecting neuron@GPi core,CL:0020003,internal globus pallidus core projecting neuron
internal globus pallidus shell projection neuron@GPi shell,CL:0020004,internal globus pallidus shell projection neuron
spiral ligament fibrocyte@SLF,CL:0020005,spiral ligament fibrocyte
OB-Dopa-GABA,CL:0020006,OB-Dopa-GABA
dorso-striatal cholinergic-GABAergic neuron,CL:0020007,dorso-striatal cholinergic-GABAergic neuron
striatal cholinergic-GABAergic neuron@CGIN,CL:0020008,striatal cholinergic-GABAergic neuron
prototypic neuron,CL:0020009,prototypic neuron
arkypallidal neuron,CL:0020010,arkypallidal neuron
hair follicle associated fibroblast,CL:0020011,hair follicle associated fibroblast
hair follicle isthmus-associated fibroblast,CL:0020012,hair follicle isthmus-associated fibroblast
dermal sheath fibroblast@DS fibroblast,CL:0020013,dermal sheath fibroblast
intrinsically photosensitive retinal ganglion cell@ipRGC,CL:0020014,intrinsically photosensitive retinal ganglion cell
transitional principal-intercalated cell of kidney collecting duct@tPC-IC cell,CL:0020015,transitional principal-intercalated cell of kidney collecting duct
osteochondral skeletal stem cell@ocSSC,CL:0020016,osteochondral skeletal stem cell
M0 macrophage@naive macrophage@non-activated macrophage@resting-state macrophages,CL:0020017,M0 macrophage
proliferative fibrochondrocyte@ProFC,CL:0020018,proliferative fibrochondrocyte
regulatory chondrocyte@RegC,CL:0020019,regulatory chondrocyte
homeostatic chondrocyte@HomC,CL:0020020,homeostatic chondrocyte
fibrochondrocyte progenitor cell@FCP,CL:0020021,fibrochondrocyte progenitor cell
prehypertrophic chondrocyte@preHTC,CL:0020022,prehypertrophic chondrocyte
effector chondrocyte@EC,CL:0020023,effector chondrocyte
alpha retinal ganglion cell OFF-sustained (Mmus)@alpha retinal ganglion cell OFF-s@C42@G5,CL:0020024,alpha retinal ganglion cell OFF-sustained (Mmus)
alpha retinal ganglion cell ON-sustained (Mmus)@alpha retinal ganglion cell ON-s@C43@G24,CL:0020025,alpha retinal ganglion cell ON-sustained (Mmus)
alpha retinal ganglion cell OFF-transient (Mmus)@alpha retinal ganglion cell OFF-t,CL:0020026,alpha retinal ganglion cell OFF-transient (Mmus)
alpha retinal ganglion cell ON-transient (Mmus)@alpha retinal ganglion cell ON-t@C41@G19,CL:0020027,alpha retinal ganglion cell ON-transient (Mmus)
retrotrapezoid nucleus neuron,CL:1000001,retrotrapezoid nucleus neuron
mesonephric nephron tubule epithelial cell,CL:1000022,mesonephric nephron tubule epithelial cell
forebrain neuroblast,CL:1000042,forebrain neuroblast
lateral line nerve glial cell,CL:1000050,lateral line nerve glial cell
spinal cord radial glial cell,CL:1000073,spinal cord radial glial cell
stretch receptor cell,CL:1000082,stretch receptor cell
stratified keratinized epithelial stem cell,CL:1000083,stratified keratinized epithelial stem cell
stratified non keratinized epithelial stem cell,CL:1000085,stratified non keratinized epithelial stem cell
pronephric nephron tubule epithelial cell,CL:1000090,pronephric nephron tubule epithelial cell
metanephric nephron tubule epithelial cell,CL:1000123,metanephric nephron tubule epithelial cell
lung goblet cell,CL:1000143,lung goblet cell
cardiac valve cell@heart valve cell,CL:1000147,cardiac valve cell
Malpighian tubule stellate cell@Malpighian tubule Type II cell,CL:1000155,Malpighian tubule stellate cell
